,authorChannelUrl,text,offensive/non offensive,Algerian Dialect
5041,http://www.youtube.com/channel/UCxzExiM1MNfIcVQm9JqFiOg,ماكنتش متوقع منك هذا نتي وحدة سوقية,1.0,1.0
5042,http://www.youtube.com/channel/UCco2AJDIIW8yu0KobmUQb0w,اللهم استر نساء المسلمين في الدنيا والاخرة يارب العالمين,0.0,1.0
5043,http://www.youtube.com/channel/UCUrN95NlIo_PD5jtv7Ev8GQ,علاه راكم مخلوعين ياك مش داعية قال هذا الكلام مجرد ممثلة كاسيات عاريات انا تبالي حاجة عادية علاه واش كنت تتوقعو منها تحفظلكم الستين زعما,1.0,1.0
5044,http://www.youtube.com/channel/UC3fo0j1TEMmuX4cgbUfwRDg,الله يهديكم شكون فيكم لي مغلطش لاسبت وعايرت حتى لي صرلها ماشي ساهل تروح وتولي هي انسانة وهي راهي تسب فلي عيرها مشي الشعب الجزايري كل واحد يحسها في روحه ويشوف ردة الفعل نتاعه,0.0,1.0
5045,http://www.youtube.com/channel/UC6kq9OD8jkr3SxXcldJYdjg,صح معليش نهدرو بالمنطق تاعك لي سبوها علاه تسبهم بكلام عيب تاع لي خارجات الطريق ثانيا علاه لي سبوها علاه طيح لماتهم ماتهم وش ذنبهم,1.0,1.0
5046,http://www.youtube.com/channel/UCzLq0-39DbRq32x3u-y7PNA,بالنسبى لي راهم يقولوا هدا جزاء الحلابين لي وقفوا معاها اسمع نقولك كلمة وحدة برك حنا صح وقفنا معاها وساندناها وسواء غالطة ولا مظلومة هادي تبقى تربية وانسانية من كل واحد قال كلمة خير في حقها مناش ملزومين بردة فعلها هي ولا غيرها حتى كلمة الخير والنهي عن المنكر رجع عندكم تحلاب يربي وقت هنا لحقنا ليه الله لا يبرحكم كامل,0.0,1.0
5047,http://www.youtube.com/channel/UCzLq0-39DbRq32x3u-y7PNA,والله بصح علاش قالها ربي في قرانو حتى تجي نتا وتشرك فمك ياقليل الفهامة والحيا والدين,1.0,1.0
5048,http://www.youtube.com/channel/UCNKUH26W6qAtR1Yo0yWU_Kg,لا يدافع عن الساقط الا ساقط مثله,1.0,1.0
5049,http://www.youtube.com/channel/UCspggnf6o8V8jY1pN7oS84w,صوتها,0.0,1.0
5050,http://www.youtube.com/channel/UC2KWwwUQpM4SPZYdK73_kbA,اللي اكثر منهاك راهم يقولو ماشي صوتها سبحان الله الرخيس يقعد طول عمرو رخيس,1.0,1.0
5051,http://www.youtube.com/channel/UCD2a0Cxn9gx4qdwLTC0DcZg,وين راهم الي كانو يقولو كلنا بشرى عقبي عجبكم الفوكال يا المرخس,1.0,1.0
5052,http://www.youtube.com/channel/UC80Eo8cro2oUqu0KLt8wCjg,بمجرد ان يعلو صوت المراة تسقط انوثتها مابالك تسمع السبان كما الكلمة لي قالتها وللهي عفتها عفتها وزيد لي ميراجعش حساباتو مع الله ومع نفسو او رح ينفذ رصيد تاعو من ستر الله ويتفضح امراة كانت او رجل ربي يهدينا,1.0,1.0
5053,http://www.youtube.com/channel/UCq9Nbx6VvaO9UiXLvGIp8NA,انا باغي نشوف اشباه الرجال العاهرات القنوات اللي كانوا يقولو متضامنين معاها قولولي واش ربحتو ولا مازالكم مكذبين بلي هذا صوتها,1.0,1.0
5054,http://www.youtube.com/channel/UCRFeOYtMYmxLfs2lrvcBaJg,اقرب الناس خدعوها هذه عبرة لمن يعتبر عمرك دير لامان في اي واحد لي سرب التسجيل هو نفسه لي فضح فيدواتها مع عشيقها,1.0,1.0
5055,http://www.youtube.com/channel/UCXMHPzxD4rk4Xb9TaVHzTHQ,انتي عريانة شفناك عريانة وبان عيبك حتى بناتك كي يكبروا نورولهم الفيديو على كل حال ستبقاي في التاريخ الاسود,1.0,1.0
5056,http://www.youtube.com/channel/UCoKHFH_R7oXUaVQZl9sBrdQ,بيانو خامجة,1.0,1.0
5057,http://www.youtube.com/channel/UCHGiwryMAYXl5asoAlhZpaQ,باين صوتها وهي لي تهدر بلفرونسي هكا,0.0,1.0
5058,http://www.youtube.com/channel/UC6t68yI8S-sosHKZKOfkQlA,بعد ماشفت الفضيحة قلت بلاك مضلومة ولكن مين سمعت صوت عرفت بلي فرخة وماشي متربية,1.0,1.0
5059,http://www.youtube.com/channel/UCchUrNwhixy7LSysdiNgOoA,تبون نحيلها جنسيه اغلقها ماتمدش جنسيه تبون,0.0,1.0
5060,http://www.youtube.com/channel/UCqXa7TOOnvN2tffj57ZbdjQ,ظهرتي على حقيقتك هذا صوتك,0.0,1.0
5061,http://www.youtube.com/channel/UC3sQ0yJnofe_-GmBG92VRNg,تحيا سهيلة معلنمربي يحفضها ولكن الصوت راهو مركب كاين بزاف تطبيقاا هك,0.0,1.0
5062,http://www.youtube.com/channel/UC6kq9OD8jkr3SxXcldJYdjg,ممكن تمديلنا تطبيق يبدل الصوت,0.0,1.0
5063,http://www.youtube.com/channel/UCGw69NiKyV7CZxL_Y4SZUmQ,بفف,0.0,1.0
5064,http://www.youtube.com/channel/UCNGzEbthHMC4I5FVlj79oyQ,جماعة متضامن مع بشرى راها عليكم انا خاطيني يا طحاحنة,1.0,1.0
5065,http://www.youtube.com/channel/UCqFxg5D2TX62AkIYnbEr5LQ,ضربة,0.0,1.0
5066,http://www.youtube.com/channel/UCTitC5_VuIGWmI5pQ_2nRLg,فيك بركة عادي متقلقش روحك يمكن كتبت وانت في لحضة انفعال والحمد الله سخرني لك حتي تحذف مساج,0.0,1.0
5067,http://www.youtube.com/channel/UClt4emxe8BGgG3SLYlq6Gzw,سراج قمر منير شكرا ليك منكنتش عارفة بارك الله فيك,0.0,1.0
5068,http://www.youtube.com/channel/UCTitC5_VuIGWmI5pQ_2nRLg,شكرا اخي كي تفهمت كلامي ربي ينورك ويحفظك,0.0,1.0
5069,http://www.youtube.com/channel/UClt4emxe8BGgG3SLYlq6Gzw,سراج قمر منير بارك الله فيك اعطيك الصحة راني فسيت ميساج,0.0,1.0
5070,http://www.youtube.com/channel/UCYbM8A6H-lgm8ip2tBlLIHg,باينة هي تهدر بمحصة وقريب تبكي,0.0,1.0
5071,http://www.youtube.com/channel/UCZ_QKFX5Mdw4WiSV77ptLaA,وينهم لجماعة اللي كانو يدافعو عليها ويقولو اي ناس ملاح,0.0,1.0
5072,http://www.youtube.com/channel/UCdXwdr-Xp9V3XyImD-4fL_Q,استغفر الله الذي لااله الا هو الحي القيوم واتوب البه,0.0,1.0
5073,http://www.youtube.com/channel/UCmJoNmBVnpxPvwSLF6MXCkQ,من كلمة ويصوروهم فالفوكال باينة بلي ماشي بنت الجي نحط يدي فالنار غير هادي وحدة تخدم فالدولة حبو بسيف ينحيولنا الحشمة والقدر,0.0,1.0
5074,http://www.youtube.com/channel/UCR18lDCZ6nsYZhGnCaxKjog,يعجبوني فيكم الفحلات هما لي يعرفوا لكم وفاهمات عقليتكم المرنكة,0.0,1.0
5075,http://www.youtube.com/channel/UCG7n_086SsadbPxkBE3TMxQ,هدا صوتها,0.0,1.0
5076,http://www.youtube.com/channel/UCO2dghEjR2f2-7Ilc4-yQ_w,ممكن مشي صوتها,0.0,1.0
5077,http://www.youtube.com/channel/UCJ706dpypkiSuka0H6gQQ8A,خامجة ماتسواش,1.0,1.0
5078,http://www.youtube.com/channel/UCvo12YKDt7EmwM8FTfuUyEQ,شح هذا حق الحلابين لي وقفو معاك,1.0,1.0
5079,http://www.youtube.com/channel/UCtvTbEWHiyHJ74qkcp8NgBA,دك لازم تخبي وجهها ولا تخرج ملبلاد والله تخلاص عليها,0.0,1.0
5080,http://www.youtube.com/channel/UCOsLs5c89Agy7uduQtubYdw,مشي هي مسكينة,0.0,1.0
5081,http://www.youtube.com/channel/UCdvzx3XwgZb7vfNSlQyg82g,عجز اللسان عن التعبير حسبيا الله ونعم الوكيل,0.0,1.0
5082,http://www.youtube.com/channel/UCScwbRee_NIwRVpbBqkGMng,وهاد السب علاه يرحم باباك ناس لوقفو معاك,0.0,1.0
5083,http://www.youtube.com/channel/UCym6AI7swzaSdvat6WVAyzA,عيش تشوف في غير تبهديل فننات القوطي,1.0,1.0
5084,http://www.youtube.com/channel/UCGctMrLWKuMsmf7kz9xE1fg,واش يا كلكم بشرى يا حابين بانوا,0.0,1.0
5085,http://www.youtube.com/channel/UCvWj6Cs1T3wHskoKN1kf2Tg,حسبي الله نعم الوكيل كشفت روحها وبانت على حقيقتها,0.0,1.0
5086,http://www.youtube.com/channel/UC9MmC5FEYw_VECautF_PUgQ,الفحلة بنت الفحلة مربية عليك جامي تكون كما انتي,0.0,1.0
5087,http://www.youtube.com/channel/UC-hXxjh3eTXDuLYvr7W8spA,راهي تقول لي ساندوها ن يماكم على المساندة,1.0,1.0
5088,http://www.youtube.com/channel/UCfOfYY3_OwXalRSepouFsZQ,والله غير بشرى هذي وراهي باينا بلي هي سبحان الله متغلطوش رواحكم وهي باينا بلي متحشمش سجلولها كلامها باش تسمعوه وتعرفوها على حقيقتها,0.0,1.0
5089,http://www.youtube.com/channel/UCuTfphkbS43qu3pqxRj72Jg,نعديين باباك,1.0,1.0
5090,http://www.youtube.com/channel/UCf2Y0cAY7c6UHf9bI4K3PQQ,حشيتهالنا بصحتك باين السيد ما ظلمكش يا سراقة,1.0,1.0
5091,http://www.youtube.com/channel/UC7T_72wxJy1fZxcHiKp4QMA,ياربك هذي لي متربيه متربية تعرف تطيح,1.0,1.0
5092,http://www.youtube.com/channel/UCajOM_Bp2dTQAH3gbaqlp8A,ضرك درتو عليها من الاول حكايتها باينه بلي ما تحشمش لوكان جيتو تخممو غير شويه كنتو عرفتو الي بنت اصل ماتديرش فيديو عريانه حتى لو كان مع راجلها مي نتوما هكدا تخممو بوذنيكم هاي اكدتلكم بلي هي بنت اصل زيدو قولو ماشي صوتها شعب مكلخ,1.0,1.0
5093,http://www.youtube.com/channel/UCxbMaWGlENUa3LUpsxWxrfw,انت مرخس وربي وكيلك تخلصيها عند ربي,1.0,1.0
5094,http://www.youtube.com/channel/UC-zW8AJhM8QkAl3MR2ToRFA,كي شفت لبوسه ديلك عرفتك بروفسيونال,1.0,1.0
5095,http://www.youtube.com/channel/UCJvBPNq1LOhqaomi02ZyHJA,نصيحة يا خاوتي مدام الطفلة مخرجتش هدرت بوجها غير ماتبعوش قادر يكون خدمينها الله اعلم دوك كلش يبان,0.0,1.0
5096,http://www.youtube.com/channel/UCexX0mvFMp9RX-Moqi6XNdg,زيدي قولي الفيديو مشي هوا,0.0,1.0
5097,http://www.youtube.com/channel/UCSpFVXLkJdtXOnQa2og4YIg,سبحان الله صدقو الي قالو امن الهدار ومتامنش الساكوتي يعني درك متقدر دير كونفيونس في حتى واحد كثر النفاق لا حول ولا قوة الا بالله العلي العظيم,0.0,1.0
5098,http://www.youtube.com/channel/UC4d2swpRD-XWV_ybJL8HP8Q,وحدة تافهة انا ملول عرفتها فاسقة تفو خراية سلكنا من نعناع خرجت بشرى الخرشف هذي,1.0,1.0
5099,http://www.youtube.com/channel/UCWhd4XcWLzZVW3QMiNSKwCQ,صوتها هي بعد,0.0,1.0
5100,http://www.youtube.com/channel/UCG3GBmeDx2PEAl4_xB9i76g,بالاك الصووت مصطنع خاطي تاعها بالاك عفسة باش يحطمووا صورتها قدامكم لازم تتاكدووا ان بعد الظن اثم,0.0,1.0
5101,http://www.youtube.com/channel/UC8bXmF6B8h3D2EfD775yFvw,اكدولي علا الحلاب لدار فديو وجابه نيف عليها,1.0,1.0
5102,http://www.youtube.com/channel/UCz3Ew14kib5ibYHk6USxwyA,انا مين حطولها لفديو نتاعها ورغم الانحطاط نتاعها مبغيتش نحط كاش تعليق سلبي قلت مشي مليح بينها بين مولاها قلت مشي مليح يهدو في وليا بصح بهذا التسجيل بينت طينتها منواه مخدوما ومكان لاه تقولوا مشي صوتها هذا صوتها ومام طريقتها فتعبير بشرى عقبي مراحت لبلاصا هيا بذات قالك كان مفتح عليها لقاك ببلاش علاه يفتح عليك قاسلك وريقات اورو مديتي روحك وقيلا حاسبا روحك خالعا لغاشي مكان لسامع بيك نوضي نوضي فطني مع روحك فا قة عا رة الله غالب قالتلكم سبوني بسيف منخلوهاش فخاطرها,0.0,1.0
5103,http://www.youtube.com/channel/UCRZhpx6cFAd4XSdlVx6fbjg,باين صوتك بلا كدب,0.0,1.0
5104,http://www.youtube.com/channel/UCSAVqUiaCukJA8Z_1ZRagag,يمكن هي سبت الناس لي سبتها عيرتها مشي قصدها كل الجزاير,0.0,1.0
5105,http://www.youtube.com/channel/UCrrB2xc5o8EDOYoOP6nDqZQ,عن نفسي كنت عارفة بلي الفسطيني ماسمحش فيك باطل بصح هاكا وقلت بلي بنت فاميلية وضامنت معاك بصح حشيتيهالنا ماعليش ربي يهديك وهذي لي تضعرنا,0.0,1.0
5106,http://www.youtube.com/channel/UCfXmLvYO55R9KR3M6BmV3Gw,والله شوكاتني والشعب واقف معاها ويقول بنت بلادنا استروها عيب عليك والله لوكان غير قعدتي ساكته خير لك حشمتي روحك وبهدلتي ببناتك,1.0,1.0
5107,http://www.youtube.com/channel/UC0WttKaYUDAu5sOl_bSvMKg,غزاتلكم يا الديوتين حشا ولاد لحرارير,1.0,1.0
5108,http://www.youtube.com/channel/UCnWNmTs9CSMpR-h9_oFpudQ,وين لحقنا هدي هيا طفلة مضلومة لي تمثل شعب الجزيري في محفل دولة,0.0,1.0
5109,http://www.youtube.com/channel/UCNc9e99msBCv8BVei0hfWlg,صوتها وهي تكون هدرت مع واحد انتيم ليها وجبد لحسيرة بيها وماكانش حتى ابايكاسيون او غيرها تقدر تفبرك صوت مية بالمية بشهادة المختصين الجزايرين لى هدرو عليها قيمو شوية رواحكم طيحتلكم بيماتكم ومزالك تتبهللو روحو مالا واسمعو التطياح تاعها مع داركم وافرحو,0.0,1.0
5110,http://www.youtube.com/channel/UCr53zOGjoOo64m4NMEfj20A,شوهتي سمعة الميلاحة,0.0,1.0
5111,http://www.youtube.com/channel/UC3enzEmJfIacGzxnt9d1xSQ,ڨاع واش شفت عليها الغاشي مزالهم يدافعو عليها والله مفهت والو,0.0,1.0
5112,http://www.youtube.com/channel/UCnCPPq2J90nSO4J6yTdFUag,درتيها وتزيدي تسبي والله ما تحشمي توف عليك,1.0,1.0
5113,http://www.youtube.com/channel/UC_AOrAwcznYIvx17h3Td-cA,بصحتك حنونتي,0.0,1.0
5114,http://www.youtube.com/channel/UCWIkueG25vVuIf_FSr_bUzQ,حق الخير الشعب ڨع وقف معاك هكدا ترجعي لخير,0.0,1.0
5115,http://www.youtube.com/channel/UCNzTpGj-UrY_LW35fqCJG9g,كرهتك من لاخر,1.0,1.0
5116,http://www.youtube.com/channel/UCKMhV-E_OMgariSZVFeINXw,متحشمش,1.0,1.0
5117,http://www.youtube.com/channel/UCnx-ZEUDpAlmtFBO1sqX_ug,صوتك 1 خامجة ازدي تقولي فيها يديوك,1.0,1.0
5118,http://www.youtube.com/channel/UCHjXZz6ZfbTn7h3S3-iFR-Q,تستاهلو,1.0,1.0
5119,http://www.youtube.com/channel/UCn2126HbbUcCE51F_iG70qQ,اللي سترو ربي ما يفضحو عبد العكس صحيح,0.0,1.0
5120,http://www.youtube.com/channel/UCq7RUF7q4vPW7DG4LUlMA3Q,ربي كشفها ماكان مادير,0.0,1.0
5121,http://www.youtube.com/channel/UCKvRaKQgjrqU7q2Pvn0hXyg,الله ياخذ فيهم الحق طغاو علينا هذو الفنانين المنافقين,1.0,1.0
5122,http://www.youtube.com/channel/UCXQRS9MBkYe6He2peJjPfew,هذه مشي بشرى هذا صوت امراة وحداخرة الله يهديكم بشرى عقبي خطيها خلوها ترنكيل,0.0,1.0
5123,http://www.youtube.com/channel/UCWEokqzM_fwvl_M29majM9Q,لم تذكر الشعب عامة,0.0,1.0
5124,http://www.youtube.com/channel/UCHV8qJ-Czl_19sBLPk3nRlg,لاتثق بالنساء,0.0,1.0
5125,http://www.youtube.com/channel/UC-pR6xgLsJ8s8wYKNPY-bOA,الحلال بين والحرام بين,0.0,1.0
5126,http://www.youtube.com/channel/UCLCNFd0fM9DSDm6K-BUsAlA,للمرة المليون ساقولها المراة بطبعها تبكي وتستعمل الدموع اذا كانت ظالمة او مظلومة وتغيير جلدها مثل الافعى حاشا بعض البنات لي ما يستاهلوش لكن عمري ما درت ثقة في مراة,1.0,1.0
5127,http://www.youtube.com/channel/UCbrRs0DIOtuzHaP6-jEdZbg,البعض هوما لي راك تهدر عليهم مشي حاشا البعض فهمت ولامازال,0.0,1.0
5128,http://www.youtube.com/channel/UCLCNFd0fM9DSDm6K-BUsAlA,معليش وكان قريتي كلمة حاشا البعض من الاول وخلصتينا ماشي خير عندك مشكل تقراي نص وتنساي نص اطلعي تلقاي الكتبة,0.0,1.0
5129,http://www.youtube.com/channel/UCbrRs0DIOtuzHaP6-jEdZbg,ما قتلكش لعبها ملاك قتلك انت ما عندكش الحق تهدر هاكا على جنس كامل اصلا,0.0,1.0
5130,http://www.youtube.com/channel/UCLCNFd0fM9DSDm6K-BUsAlA,ماشي خاسرة رابحة هذي ما ديرش الثقة في النساء صدقيني تريح متتوقعش منهم شيء كبير وحتى بعض الرجال شفنا وعيينا اكثر شيء نكرهوا الراجل يخرج للعيب وقادر يضارب نتوما المكر والحيلة يا اخت انا قلت ليس الكل ومكان لاه نلعبوها ملايكة,0.0,1.0
5131,http://www.youtube.com/channel/UCbrRs0DIOtuzHaP6-jEdZbg,لي حولي انا نعرفهم ولا انت انت خاصك ما تشووفش لي حولك باش ما تقعدش بهاد العقلية الخاسرة,0.0,1.0
5132,http://www.youtube.com/channel/UCUOcXedP2EMIgS4e5oMlu1A,العيب على قنوات العار لي توريلنا وجهك في رمضان العظيم انتي من النهار اللول باين واش تسواي,1.0,1.0
5133,http://www.youtube.com/channel/UCUOcXedP2EMIgS4e5oMlu1A,مزية قتلي مكانش عمبالي,0.0,1.0
5134,http://www.youtube.com/channel/UCyQ_S4WA83hGXkJdDIn295A,رمضان للصوم والعبادة ماشي لمشاهدة الخماج مفهمتش علاش في رمضان الناس تعواج يهدرو غير على الماكلة والتبذير والزوخ شكون يطيب بزاف اصلا الاكل القليل فيه بركة احسن من التبذير طيب وارمي في القمامة حرام ربي مقالش هكدا كاين ناس ملقاوش واش تاكل لكان كنا قانعين منوصلوش لهذا المستوى المعيشي الفقر والمجاعة لانو مكاش مساوات ومكاش الرحمة كل واحد يحوس على مصلحتو ربي يهدينا,1.0,1.0
5135,http://www.youtube.com/channel/UCxF0xkFOV9JY-ojQPEwz_OQ,انا نكره الفضيحه لاي انسان لانو كلنا خطايين وربي سبحانه وتعالى ساترنا برحمته وتوعد اللي يفضح مسلم يفضحه فعقر داره وبشرى تالمت عليك وبقيت نخمم ولكن تصدمت كي شفت هذا الكلام لاحول ولا قوة الا بالله ربي يسترنا فوق الارض وتحت الارض قولو امين,0.0,1.0
5136,http://www.youtube.com/channel/UCc_nEQTsXkx4qQLSCNX-y8w,خنز,1.0,1.0
5137,http://www.youtube.com/channel/UCl_ZzUn-cQt50WiXZ2XUrAQ,يخاه هدا هو حق الخير انا صح ماتضامنت معاها ماكنت ضدها بصح دوكا بانت الحقيقة ربي يهدي ماخلق,0.0,1.0
5138,http://www.youtube.com/channel/UCUUtjIzShLRSZVgin4etolg,اه محشيتلك,0.0,1.0
5139,http://www.youtube.com/channel/UCCDlIorlUPNMVArNkRYFJmA,حسب مراني نشوف مابقاش زواج في بلاد العهر لعاد فيها شرف معندو حتي قيمة,1.0,1.0
5140,http://www.youtube.com/channel/UCCDlIorlUPNMVArNkRYFJmA,نصاءحك احكميها ليك باينة بلي منقصدش نسا كل لاكن معضمهم الخير فيهم وكون جيتي توالي درك نتناقش معاك ادا جيل تشوفي فيه لبنات تا درك 95 بالماءة سما راح يثقبوها قلال بنات الاصل ونحكيلك عن امور راتها العين وفيديوهات في اناس كانو هم الشرف منقدرش نفهمك وكفاه راح نفهمك ونعرفك حتي نعمم عليك,0.0,1.0
5141,http://www.youtube.com/channel/UCZ0jcwgmu0QZNiFGNWug8Iw,يا رجل اتقي الله ولا تعمم وتصف بلدا كاملا بالعهر فالتعميم من اكثر وسايل التفكير قصورا في حكمنا على الاخرين فالتعميم يعني في الغالب نقل القليل جدا من المعلومات التعميم في القول والحكم ظاهرة ابتلي بها البعض والحق اقول ان هذا التعميم ان دل على شيء فانما يدل على خلل في العقل والقلب كيف لا والتعميم سبب الخراب والدمار والظلم والعدوان والجور والخسران ومجانبة الحق والصواب فالظن السيي والتسرع في الاتهام واستسهاله والتهم الباطلة ظلم به كثير وروع به اقوام قال تعالى يا ايها الذين امنوا كونوا قوامين لله شهداء بالقسط ولا يجرمنكم شنان قوم على الا تعدلوا اعدلوا هو اقرب للتقوى واتقوا الله ان الله خبير بما تعملون يعنى بذلك جل ثناوه يا ايها الذين امنوا ليكن من اخلاقكم وصفاتكم القيام لله شهداء بالعدل فى اوليايكم واعدايكم ولا تجوروا فى احكامكم وافعالكم فتجاوزوا ما حددت لكم فى اعدايكم لعدواتهم لكم ولا يحملنكم عداوة قوم على الا تعدلوا فى حكمكم فيهم وسيرتكم بينهم فتجوروا عليهم من اجل ما بينكم وبينهم من العداوة فبمجرد ما ان سمع بخطا تاجر او طالب او مصل او عابد او عالم او شيخ او موظف او رب اسرة الا وتراه اسرع في تعميم الخطا على كل تاجر وكل طالب وكل عابد وكل عالم وكل رب اسرة وكل امراة اتمنى على كل من يعمم في قوله وحكمه ان يسال نفسه ما ذنب البقية اليس في هذا التعميم تجن وظلم وعدوان وطعن وسوء ظن تسال عنه يوم القيامة وتحاسب عليه حسابا عسير اذا فلا تعمم في قولك وحكمك حتى لا تخوض مع الخايضين الذين ذمهم الله تعالى حيث قال ما سلككم من سقر قالوا لم نك من المصلين ولم نك نطعم المسكين وكنا نخوض مع الخايضين اي كنا نتكلم فيما لا نعلم او نتكلم في الباطل ووالله ثم والله ان الرجال الصالحين والنساء صالحات والخير لازال وسيضل في هذه الامة الى يوم الدين بنات الفاميليا كاينين غير هوما خويا لعزيز كيما كاين ولاد الفاميليا مهما عم الفساد فاحسن الظن ولا تياس,0.0,1.0
5142,http://www.youtube.com/channel/UCnHdzRpBntj7HW0dJaRs-cQ,والله متعرفي تهدري بنت اصل واصول تروح عند زوجها بشرى شحال تخدمي للباص عندي فيلا,1.0,1.0
5143,http://www.youtube.com/channel/UCvb0p20yRpfAvh-vZh4hS7g,لي كانو يكلوفيو عليها ويضامنو معاها صفا شويا,0.0,1.0
5144,http://www.youtube.com/channel/UCvb0p20yRpfAvh-vZh4hS7g,ربي يستر خياتنا وبنات الفاميليا اما هذا الصنف مايهمنيش ربي يهديه ان شاء الله بصح كان ما لقاوش لحلابين ولي يدعموهم يديرونا كتر من هكذا,0.0,1.0
5145,http://www.youtube.com/channel/UCCDlIorlUPNMVArNkRYFJmA,انا فاه حاير خويا الرجال ان اختي بشري تتعجب الانسان اشبه اختو بزانية وزيد محصنة مخي مارك ارور خويا والله خويا رانا عايشين في مجتمع كون تتكيف الدخان يقلبوك بوندي ودرك التضامن مع الزني زانية محصنة الرجم حتي الموت العقوبة شرعا اما الستر شيء اخر انا مع الستر الذي امر به الله لاكن نتضامن مع زانية محصنة جامي صرات ادي,1.0,1.0
5146,http://www.youtube.com/channel/UCvb0p20yRpfAvh-vZh4hS7g,شفت خو وجوهم صحاح كان جا راجل ياكلوه كي مرا كامل ضامنو باش مع لخر طيحلهم,1.0,1.0
5147,http://www.youtube.com/channel/UCCDlIorlUPNMVArNkRYFJmA,مفهمتش وانهم مبانوش,0.0,1.0
5148,http://www.youtube.com/channel/UC0F4xulmg6glVrTc2IWb1Rw,الله اذلك اذا انت فنانة يافيحة لا اخلاق لا تربية ديرو لحرام امبعد تولي تسبي مشي مربية وراكي تربي بناتك علي فسق,1.0,1.0
5149,http://www.youtube.com/channel/UC6PNhf9HR3bU8WlE-_pm5tg,ماشي صوت يشرب عقبي,0.0,1.0
5150,http://www.youtube.com/channel/UC0BAgnCW7lpPxyK0oX9gMVg,هبلت جابلي ربي واش هدا كلام,0.0,1.0
5151,http://www.youtube.com/channel/UCllSmwmLV2lrSBnCaxeF3oA,بصح مراهاش تعاير فالجزايريين لي وقفو معاها راهي على ناس لي عايروها,0.0,1.0
5152,http://www.youtube.com/channel/UCSaaQUIEbZYOorfLur_xhhQ,ختي انا في حياتي نهضر وما نطيحش حتى ونكون وحدي يطلعولي لينار افو وما نطيح مانسب على خاطر انا طفلة عيب وحرام والديا رباوني على هاك مانيش نقولك انا من اهل الجنة هاديك عند ربي ولكن كاين حاجة سموها تربية واخلاق,0.0,1.0
5153,http://www.youtube.com/channel/UCPI8suz_zCw5_yLGJpEntwA,ربي يهديك ختي والله طفلة وزيد الطيح في رايك هادي طفلة,0.0,1.0
5154,http://www.youtube.com/channel/UCllSmwmLV2lrSBnCaxeF3oA,نن ختي مانيش نغلط في روحي بصح رديت على لي قالو شح لي وقفو معاها راهي سبتكم,0.0,1.0
5155,http://www.youtube.com/channel/UCllSmwmLV2lrSBnCaxeF3oA,ايه ماهوش رد نتاع فنانة بصح كانت بريفي ماشي علنا تشوكرت حنا يهمنا قدامنا واش تقدم ماشي بينها وبين لي تعرفهم بريفي,0.0,1.0
5156,http://www.youtube.com/channel/UCllSmwmLV2lrSBnCaxeF3oA,بصح بيناتنا شكون لي ميطيحش هي طيحت بريفي يعني ماشي علنا,0.0,1.0
5157,http://www.youtube.com/channel/UCD9CAeJeHk8_4mQaVWpCnGg,لي واقفين معاها ويقولو بنت فاميليا صفا شوية,0.0,1.0
5158,http://www.youtube.com/channel/UCSjSBSkltshGZA2kHBACi3Q,قالك كلنا بشرى,0.0,1.0
5159,http://www.youtube.com/channel/UCREr-wAG5_oBArOA_I4IlkA,وقيل صفا ياسر,0.0,1.0
5160,http://www.youtube.com/channel/UClt4emxe8BGgG3SLYlq6Gzw,اواه مرهمش ملاح مزالهم يقول ماشي هي طحاحنة,1.0,1.0
5161,http://www.youtube.com/channel/UCsbzc1Tw4fFbAfdlnzSjUkQ,والله انتم اغلبية فنانات بايعين شرفهم وعرضهم يبانو فقط تاع شرف وهم ماتحت سواهي دواهي رب يبقي الستر بصح الخامج ومنافق يجي يوم يتكشف هذه هي الحقيقة,1.0,1.0
5162,http://www.youtube.com/channel/UCsbzc1Tw4fFbAfdlnzSjUkQ,طبعا,0.0,1.0
5163,http://www.youtube.com/channel/UCT7v5N2H6BNqSFvwA0ZnAgA,يا خامجة يا رخيسة ربي سنيا عليك ومزال تزيدي تشوفي لعجب بربي نشالله راكي تخلصي ومزال تخلصي حياتك كامل حرام فلحرام حسبي الله ونعم الوكيل فيكم يا خربات لبيوت,1.0,1.0
5164,http://www.youtube.com/channel/UCUbU_-E0hXuD5noODL8dE0g,مستوى الفنانين في الجزاير كارثة ويتكركر هذو لازملهم حراك وجوه البخص نمومو عيب يبانو فلاتييلي نصيحة لكل الجزايريين مزدوش طلعو شان الحثالة ومتتفرجوش القنوات الجزايرية نصييحة,1.0,1.0
5165,http://www.youtube.com/channel/UCkAsXDkb1UnQKf0CGqnjpFQ,علاش راهي تقول ماشي صوتي لعبو صوتي كاش ابليكاسيون,0.0,1.0
5166,http://www.youtube.com/channel/UCGw69NiKyV7CZxL_Y4SZUmQ,مزالكي قديمة,1.0,1.0
5167,http://www.youtube.com/channel/UCCDlIorlUPNMVArNkRYFJmA,واشمن ابليكاسيون لتجيب صوت لايوجد نقاش هاذا صوتها,0.0,1.0
5168,http://www.youtube.com/channel/UCgYyvZkKU0gM2A7O_GQ4nKQ,باينا واحد دار المونتاج في الصوت,0.0,1.0
5169,http://www.youtube.com/channel/UCgYyvZkKU0gM2A7O_GQ4nKQ,لالا ماشي هيا باينا مونتاج,0.0,1.0
